WID,woreda_name,obs_date,test_pf_tot,test_pv_only,pop_at_risk,mal_case,iso_year,iso_week,data_source
23,Fogera,2018-12-02,25,2,266612.3658,27,2018,48,Simulated/Demo use only
23,Fogera,2018-12-09,26,2,266612.3658,28,2018,49,Simulated/Demo use only
23,Fogera,2018-12-16,25,1,266612.3658,26,2018,50,Simulated/Demo use only
23,Fogera,2018-12-23,23,0,266612.3658,23,2018,51,Simulated/Demo use only
23,Fogera,2018-12-30,21,0,266612.3658,21,2018,52,Simulated/Demo use only
12,Metema,2012-07-15,174,36,101821.7186,210,2012,28,Simulated/Demo use only
12,Metema,2012-07-22,226,57,101821.7186,283,2012,29,Simulated/Demo use only
12,Metema,2012-07-29,324,52,101821.7186,376,2012,30,Simulated/Demo use only
12,Metema,2012-08-05,421,58,101821.7186,479,2012,31,Simulated/Demo use only
12,Metema,2012-08-12,509,60,101821.7186,569,2012,32,Simulated/Demo use only
12,Metema,2012-08-19,596,63,101821.7186,659,2012,33,Simulated/Demo use only
12,Metema,2012-08-26,684,73,101821.7186,757,2012,34,Simulated/Demo use only
12,Metema,2012-09-02,759,79,101821.7186,838,2012,35,Simulated/Demo use only
12,Metema,2012-09-09,820,87,101821.7186,907,2012,36,Simulated/Demo use only
12,Metema,2012-09-16,903,91,101821.7186,994,2012,37,Simulated/Demo use only
12,Metema,2012-09-23,994,105,101821.7186,1099,2012,38,Simulated/Demo use only
12,Metema,2012-09-30,1108,108,101821.7186,1216,2012,39,Simulated/Demo use only
12,Metema,2012-10-07,1249,119,101821.7186,1368,2012,40,Simulated/Demo use only
12,Metema,2012-10-14,1418,132,101821.7186,1550,2012,41,Simulated/Demo use only
12,Metema,2012-10-21,1612,158,101821.7186,1770,2012,42,Simulated/Demo use only
12,Metema,2012-10-28,1796,172,101821.7186,1968,2012,43,Simulated/Demo use only
12,Metema,2012-11-04,1889,187,101821.7186,2076,2012,44,Simulated/Demo use only
12,Metema,2012-11-11,1918,194,101821.7186,2112,2012,45,Simulated/Demo use only
12,Metema,2012-11-18,1835,188,101821.7186,2023,2012,46,Simulated/Demo use only
12,Metema,2012-11-25,1619,175,101821.7186,1794,2012,47,Simulated/Demo use only
12,Metema,2012-12-02,1346,154,101821.7186,1500,2012,48,Simulated/Demo use only
12,Metema,2012-12-09,1091,127,101821.7186,1218,2012,49,Simulated/Demo use only
12,Metema,2012-12-16,835,112,101821.7186,947,2012,50,Simulated/Demo use only
12,Metema,2012-12-23,653,99,101821.7186,752,2012,51,Simulated/Demo use only
12,Metema,2012-12-30,547,88,101821.7186,635,2012,52,Simulated/Demo use only
12,Metema,2013-01-06,479,80,101821.7186,559,2013,1,Simulated/Demo use only
12,Metema,2013-01-13,442,82,101821.7186,524,2013,2,Simulated/Demo use only
12,Metema,2013-01-20,434,80,101821.7186,514,2013,3,Simulated/Demo use only
12,Metema,2013-01-27,421,81,101821.7186,502,2013,4,Simulated/Demo use only
12,Metema,2013-02-03,418,81,101821.7186,499,2013,5,Simulated/Demo use only
12,Metema,2013-02-10,428,82,101821.7186,510,2013,6,Simulated/Demo use only
12,Metema,2013-02-17,431,84,101821.7186,515,2013,7,Simulated/Demo use only
12,Metema,2013-02-24,425,88,101821.7186,513,2013,8,Simulated/Demo use only
12,Metema,2013-03-03,410,93,101821.7186,503,2013,9,Simulated/Demo use only
12,Metema,2013-03-10,400,92,101821.7186,492,2013,10,Simulated/Demo use only
12,Metema,2013-03-17,368,101,101821.7186,469,2013,11,Simulated/Demo use only
12,Metema,2013-03-24,345,103,101821.7186,448,2013,12,Simulated/Demo use only
12,Metema,2013-03-31,317,107,101821.7186,424,2013,13,Simulated/Demo use only
12,Metema,2013-04-07,295,105,101821.7186,400,2013,14,Simulated/Demo use only
12,Metema,2013-04-14,276,103,101821.7186,379,2013,15,Simulated/Demo use only
12,Metema,2013-04-21,255,102,101821.7186,357,2013,16,Simulated/Demo use only
12,Metema,2013-04-28,245,100,101821.7186,345,2013,17,Simulated/Demo use only
12,Metema,2013-05-05,245,92,101821.7186,337,2013,18,Simulated/Demo use only
12,Metema,2013-05-12,243,91,101821.7186,334,2013,19,Simulated/Demo use only
12,Metema,2013-05-19,232,97,101821.7186,329,2013,20,Simulated/Demo use only
12,Metema,2013-05-26,245,100,101821.7186,345,2013,21,Simulated/Demo use only
12,Metema,2013-06-02,260,105,101821.7186,365,2013,22,Simulated/Demo use only
12,Metema,2013-06-09,274,115,101821.7186,389,2013,23,Simulated/Demo use only
12,Metema,2013-06-16,302,117,101821.7186,419,2013,24,Simulated/Demo use only
12,Metema,2013-06-23,340,126,101821.7186,466,2013,25,Simulated/Demo use only
12,Metema,2013-06-30,374,131,101821.7186,505,2013,26,Simulated/Demo use only
12,Metema,2013-07-07,423,145,101821.7186,568,2013,27,Simulated/Demo use only
12,Metema,2013-07-14,486,153,103654.5095,639,2013,28,Simulated/Demo use only
12,Metema,2013-07-21,561,167,103654.5095,728,2013,29,Simulated/Demo use only
12,Metema,2013-07-28,627,171,103654.5095,798,2013,30,Simulated/Demo use only
12,Metema,2013-08-04,716,178,103654.5095,894,2013,31,Simulated/Demo use only
12,Metema,2013-08-11,780,185,103654.5095,965,2013,32,Simulated/Demo use only
12,Metema,2013-08-18,848,192,103654.5095,1040,2013,33,Simulated/Demo use only
12,Metema,2013-08-25,899,196,103654.5095,1095,2013,34,Simulated/Demo use only
12,Metema,2013-09-01,973,213,103654.5095,1186,2013,35,Simulated/Demo use only
12,Metema,2013-09-08,1035,220,103654.5095,1255,2013,36,Simulated/Demo use only
12,Metema,2013-09-15,1106,223,103654.5095,1329,2013,37,Simulated/Demo use only
12,Metema,2013-09-22,1145,231,103654.5095,1376,2013,38,Simulated/Demo use only
12,Metema,2013-09-29,1214,237,103654.5095,1451,2013,39,Simulated/Demo use only
12,Metema,2013-10-06,1296,241,103654.5095,1537,2013,40,Simulated/Demo use only
12,Metema,2013-10-13,1371,250,103654.5095,1621,2013,41,Simulated/Demo use only
12,Metema,2013-10-20,1472,271,103654.5095,1743,2013,42,Simulated/Demo use only
12,Metema,2013-10-27,1591,284,103654.5095,1875,2013,43,Simulated/Demo use only
12,Metema,2013-11-03,1649,298,103654.5095,1947,2013,44,Simulated/Demo use only
12,Metema,2013-11-10,1619,304,103654.5095,1923,2013,45,Simulated/Demo use only
12,Metema,2013-11-17,1532,296,103654.5095,1828,2013,46,Simulated/Demo use only
12,Metema,2013-11-24,1344,266,103654.5095,1610,2013,47,Simulated/Demo use only
12,Metema,2013-12-01,1124,244,103654.5095,1368,2013,48,Simulated/Demo use only
12,Metema,2013-12-08,894,213,103654.5095,1107,2013,49,Simulated/Demo use only
12,Metema,2013-12-15,695,176,103654.5095,871,2013,50,Simulated/Demo use only
12,Metema,2013-12-22,545,151,103654.5095,696,2013,51,Simulated/Demo use only
12,Metema,2013-12-29,441,130,103654.5095,571,2013,52,Simulated/Demo use only
12,Metema,2014-01-05,365,113,103654.5095,478,2014,1,Simulated/Demo use only
12,Metema,2014-01-12,330,108,103654.5095,438,2014,2,Simulated/Demo use only
12,Metema,2014-01-19,317,104,103654.5095,421,2014,3,Simulated/Demo use only
12,Metema,2014-01-26,302,111,103654.5095,413,2014,4,Simulated/Demo use only
12,Metema,2014-02-02,299,114,103654.5095,413,2014,5,Simulated/Demo use only
12,Metema,2014-02-09,301,119,103654.5095,420,2014,6,Simulated/Demo use only
12,Metema,2014-02-16,301,119,103654.5095,420,2014,7,Simulated/Demo use only
12,Metema,2014-02-23,299,125,103654.5095,424,2014,8,Simulated/Demo use only
12,Metema,2014-03-02,304,119,103654.5095,423,2014,9,Simulated/Demo use only
12,Metema,2014-03-09,289,119,103654.5095,408,2014,10,Simulated/Demo use only
12,Metema,2014-03-16,272,117,103654.5095,389,2014,11,Simulated/Demo use only
12,Metema,2014-03-23,251,115,103654.5095,366,2014,12,Simulated/Demo use only
12,Metema,2014-03-30,232,113,103654.5095,345,2014,13,Simulated/Demo use only
12,Metema,2014-04-06,209,114,103654.5095,323,2014,14,Simulated/Demo use only
12,Metema,2014-04-13,205,112,103654.5095,317,2014,15,Simulated/Demo use only
12,Metema,2014-04-20,205,108,103654.5095,313,2014,16,Simulated/Demo use only
12,Metema,2014-04-27,197,109,103654.5095,306,2014,17,Simulated/Demo use only
12,Metema,2014-05-04,203,111,103654.5095,314,2014,18,Simulated/Demo use only
12,Metema,2014-05-11,200,111,103654.5095,311,2014,19,Simulated/Demo use only
12,Metema,2014-05-18,200,118,103654.5095,318,2014,20,Simulated/Demo use only
12,Metema,2014-05-25,199,128,103654.5095,327,2014,21,Simulated/Demo use only
12,Metema,2014-06-01,215,130,103654.5095,345,2014,22,Simulated/Demo use only
12,Metema,2014-06-08,229,134,103654.5095,363,2014,23,Simulated/Demo use only
12,Metema,2014-06-15,265,136,103654.5095,401,2014,24,Simulated/Demo use only
12,Metema,2014-06-22,298,140,103654.5095,438,2014,25,Simulated/Demo use only
12,Metema,2014-06-29,348,148,103654.5095,496,2014,26,Simulated/Demo use only
12,Metema,2014-07-06,408,166,103654.5095,574,2014,27,Simulated/Demo use only
12,Metema,2014-07-13,472,182,129614,654,2014,28,Simulated/Demo use only
12,Metema,2014-07-20,534,201,129614,735,2014,29,Simulated/Demo use only
12,Metema,2014-07-27,604,221,129614,825,2014,30,Simulated/Demo use only
12,Metema,2014-08-03,674,232,129614,906,2014,31,Simulated/Demo use only
12,Metema,2014-08-10,718,234,129614,952,2014,32,Simulated/Demo use only
12,Metema,2014-08-17,788,238,129614,1026,2014,33,Simulated/Demo use only
12,Metema,2014-08-24,845,244,129614,1089,2014,34,Simulated/Demo use only
12,Metema,2014-08-31,899,245,129614,1144,2014,35,Simulated/Demo use only
12,Metema,2014-09-07,938,250,129614,1188,2014,36,Simulated/Demo use only
12,Metema,2014-09-14,999,257,129614,1256,2014,37,Simulated/Demo use only
12,Metema,2014-09-21,1035,270,129614,1305,2014,38,Simulated/Demo use only
12,Metema,2014-09-28,1083,277,129614,1360,2014,39,Simulated/Demo use only
12,Metema,2014-10-05,1123,286,129614,1409,2014,40,Simulated/Demo use only
12,Metema,2014-10-12,1179,299,129614,1478,2014,41,Simulated/Demo use only
12,Metema,2014-10-19,1291,318,129614,1609,2014,42,Simulated/Demo use only
12,Metema,2014-10-26,1386,322,129614,1708,2014,43,Simulated/Demo use only
12,Metema,2014-11-02,1490,336,129614,1826,2014,44,Simulated/Demo use only
12,Metema,2014-11-09,1559,341,129614,1900,2014,45,Simulated/Demo use only
12,Metema,2014-11-16,1551,341,129614,1892,2014,46,Simulated/Demo use only
12,Metema,2014-11-23,1411,320,129614,1731,2014,47,Simulated/Demo use only
12,Metema,2014-11-30,1238,305,129614,1543,2014,48,Simulated/Demo use only
12,Metema,2014-12-07,1004,273,129614,1277,2014,49,Simulated/Demo use only
12,Metema,2014-12-14,786,247,129614,1033,2014,50,Simulated/Demo use only
12,Metema,2014-12-21,612,208,129614,820,2014,51,Simulated/Demo use only
12,Metema,2014-12-28,505,182,129614,687,2014,52,Simulated/Demo use only
12,Metema,2015-01-04,425,152,129614,577,2015,1,Simulated/Demo use only
12,Metema,2015-01-11,377,137,129614,514,2015,2,Simulated/Demo use only
12,Metema,2015-01-18,363,122,129614,485,2015,3,Simulated/Demo use only
12,Metema,2015-01-25,354,119,129614,473,2015,4,Simulated/Demo use only
12,Metema,2015-02-01,347,124,129614,471,2015,5,Simulated/Demo use only
12,Metema,2015-02-08,335,128,129614,463,2015,6,Simulated/Demo use only
12,Metema,2015-02-15,337,130,129614,467,2015,7,Simulated/Demo use only
12,Metema,2015-02-22,325,137,129614,462,2015,8,Simulated/Demo use only
12,Metema,2015-03-01,309,138,129614,447,2015,9,Simulated/Demo use only
12,Metema,2015-03-08,288,138,129614,426,2015,10,Simulated/Demo use only
12,Metema,2015-03-15,279,145,129614,424,2015,11,Simulated/Demo use only
12,Metema,2015-03-22,265,149,129614,414,2015,12,Simulated/Demo use only
12,Metema,2015-03-29,248,148,129614,396,2015,13,Simulated/Demo use only
12,Metema,2015-04-05,238,143,129614,381,2015,14,Simulated/Demo use only
12,Metema,2015-04-12,227,139,129614,366,2015,15,Simulated/Demo use only
12,Metema,2015-04-19,223,130,129614,353,2015,16,Simulated/Demo use only
12,Metema,2015-04-26,208,127,129614,335,2015,17,Simulated/Demo use only
12,Metema,2015-05-03,208,115,129614,323,2015,18,Simulated/Demo use only
12,Metema,2015-05-10,207,114,129614,321,2015,19,Simulated/Demo use only
12,Metema,2015-05-17,214,118,129614,332,2015,20,Simulated/Demo use only
12,Metema,2015-05-24,219,117,129614,336,2015,21,Simulated/Demo use only
12,Metema,2015-05-31,233,116,129614,349,2015,22,Simulated/Demo use only
12,Metema,2015-06-07,256,131,129614,387,2015,23,Simulated/Demo use only
12,Metema,2015-06-14,277,143,129614,420,2015,24,Simulated/Demo use only
12,Metema,2015-06-21,306,152,129614,458,2015,25,Simulated/Demo use only
12,Metema,2015-06-28,360,173,129614,533,2015,26,Simulated/Demo use only
12,Metema,2015-07-05,416,184,129614,600,2015,27,Simulated/Demo use only
12,Metema,2015-07-12,494,203,144711.3881,697,2015,28,Simulated/Demo use only
12,Metema,2015-07-19,590,222,144711.3881,812,2015,29,Simulated/Demo use only
12,Metema,2015-07-26,656,235,144711.3881,891,2015,30,Simulated/Demo use only
12,Metema,2015-08-02,734,248,144711.3881,982,2015,31,Simulated/Demo use only
12,Metema,2015-08-09,818,265,144711.3881,1083,2015,32,Simulated/Demo use only
12,Metema,2015-08-16,872,267,144711.3881,1139,2015,33,Simulated/Demo use only
12,Metema,2015-08-23,914,268,144711.3881,1182,2015,34,Simulated/Demo use only
12,Metema,2015-08-30,980,270,144711.3881,1250,2015,35,Simulated/Demo use only
12,Metema,2015-09-06,1003,264,144711.3881,1267,2015,36,Simulated/Demo use only
12,Metema,2015-09-13,1053,275,144711.3881,1328,2015,37,Simulated/Demo use only
12,Metema,2015-09-20,1098,272,144711.3881,1370,2015,38,Simulated/Demo use only
12,Metema,2015-09-27,1141,280,144711.3881,1421,2015,39,Simulated/Demo use only
12,Metema,2015-10-04,1202,285,144711.3881,1487,2015,40,Simulated/Demo use only
12,Metema,2015-10-11,1290,303,144711.3881,1593,2015,41,Simulated/Demo use only
12,Metema,2015-10-18,1381,310,144711.3881,1691,2015,42,Simulated/Demo use only
12,Metema,2015-10-25,1452,330,144711.3881,1782,2015,43,Simulated/Demo use only
12,Metema,2015-11-01,1524,334,144711.3881,1858,2015,44,Simulated/Demo use only
12,Metema,2015-11-08,1519,351,144711.3881,1870,2015,45,Simulated/Demo use only
12,Metema,2015-11-15,1435,337,144711.3881,1772,2015,46,Simulated/Demo use only
12,Metema,2015-11-22,1263,315,144711.3881,1578,2015,47,Simulated/Demo use only
12,Metema,2015-11-29,1076,283,144711.3881,1359,2015,48,Simulated/Demo use only
12,Metema,2015-12-06,859,248,144711.3881,1107,2015,49,Simulated/Demo use only
12,Metema,2015-12-13,677,201,144711.3881,878,2015,50,Simulated/Demo use only
12,Metema,2015-12-20,542,169,144711.3881,711,2015,51,Simulated/Demo use only
12,Metema,2015-12-27,436,141,144711.3881,577,2015,52,Simulated/Demo use only
12,Metema,2016-01-03,367,121,144711.3881,488,2015,53,Simulated/Demo use only
12,Metema,2016-01-10,328,110,144711.3881,438,2016,1,Simulated/Demo use only
12,Metema,2016-01-17,312,108,144711.3881,420,2016,2,Simulated/Demo use only
12,Metema,2016-01-24,300,106,144711.3881,406,2016,3,Simulated/Demo use only
12,Metema,2016-01-31,309,105,144711.3881,414,2016,4,Simulated/Demo use only
12,Metema,2016-02-07,320,109,144711.3881,429,2016,5,Simulated/Demo use only
12,Metema,2016-02-14,324,107,144711.3881,431,2016,6,Simulated/Demo use only
12,Metema,2016-02-21,313,99,144711.3881,412,2016,7,Simulated/Demo use only
12,Metema,2016-02-28,310,95,144711.3881,405,2016,8,Simulated/Demo use only
12,Metema,2016-03-06,304,94,144711.3881,398,2016,9,Simulated/Demo use only
12,Metema,2016-03-13,286,93,144711.3881,379,2016,10,Simulated/Demo use only
12,Metema,2016-03-20,278,93,144711.3881,371,2016,11,Simulated/Demo use only
12,Metema,2016-03-27,264,98,144711.3881,362,2016,12,Simulated/Demo use only
12,Metema,2016-04-03,248,99,144711.3881,347,2016,13,Simulated/Demo use only
12,Metema,2016-04-10,230,93,144711.3881,323,2016,14,Simulated/Demo use only
12,Metema,2016-04-17,221,89,144711.3881,310,2016,15,Simulated/Demo use only
12,Metema,2016-04-24,204,94,144711.3881,298,2016,16,Simulated/Demo use only
12,Metema,2016-05-01,199,87,144711.3881,286,2016,17,Simulated/Demo use only
12,Metema,2016-05-08,196,85,144711.3881,281,2016,18,Simulated/Demo use only
12,Metema,2016-05-15,198,90,144711.3881,288,2016,19,Simulated/Demo use only
12,Metema,2016-05-22,197,93,144711.3881,290,2016,20,Simulated/Demo use only
12,Metema,2016-05-29,200,85,144711.3881,285,2016,21,Simulated/Demo use only
12,Metema,2016-06-05,216,91,144711.3881,307,2016,22,Simulated/Demo use only
12,Metema,2016-06-12,241,94,144711.3881,335,2016,23,Simulated/Demo use only
12,Metema,2016-06-19,261,97,144711.3881,358,2016,24,Simulated/Demo use only
12,Metema,2016-06-26,286,98,144711.3881,384,2016,25,Simulated/Demo use only
12,Metema,2016-07-03,330,101,144711.3881,431,2016,26,Simulated/Demo use only
12,Metema,2016-07-10,366,114,144711.3881,480,2016,27,Simulated/Demo use only
12,Metema,2016-07-17,407,127,147316.1931,534,2016,28,Simulated/Demo use only
12,Metema,2016-07-24,471,131,147316.1931,602,2016,29,Simulated/Demo use only
12,Metema,2016-07-31,560,143,147316.1931,703,2016,30,Simulated/Demo use only
12,Metema,2016-08-07,634,150,147316.1931,784,2016,31,Simulated/Demo use only
12,Metema,2016-08-14,725,144,147316.1931,869,2016,32,Simulated/Demo use only
12,Metema,2016-08-21,813,144,147316.1931,957,2016,33,Simulated/Demo use only
12,Metema,2016-08-28,870,146,147316.1931,1016,2016,34,Simulated/Demo use only
12,Metema,2016-09-04,914,154,147316.1931,1068,2016,35,Simulated/Demo use only
12,Metema,2016-09-11,978,155,147316.1931,1133,2016,36,Simulated/Demo use only
12,Metema,2016-09-18,1036,157,147316.1931,1193,2016,37,Simulated/Demo use only
12,Metema,2016-09-25,1080,157,147316.1931,1237,2016,38,Simulated/Demo use only
12,Metema,2016-10-02,1154,161,147316.1931,1315,2016,39,Simulated/Demo use only
12,Metema,2016-10-09,1217,156,147316.1931,1373,2016,40,Simulated/Demo use only
12,Metema,2016-10-16,1276,168,147316.1931,1444,2016,41,Simulated/Demo use only
12,Metema,2016-10-23,1321,173,147316.1931,1494,2016,42,Simulated/Demo use only
12,Metema,2016-10-30,1359,173,147316.1931,1532,2016,43,Simulated/Demo use only
12,Metema,2016-11-06,1361,168,147316.1931,1529,2016,44,Simulated/Demo use only
12,Metema,2016-11-13,1302,166,147316.1931,1468,2016,45,Simulated/Demo use only
12,Metema,2016-11-20,1168,154,147316.1931,1322,2016,46,Simulated/Demo use only
12,Metema,2016-11-27,1002,145,147316.1931,1147,2016,47,Simulated/Demo use only
12,Metema,2016-12-04,814,130,147316.1931,944,2016,48,Simulated/Demo use only
12,Metema,2016-12-11,617,114,147316.1931,731,2016,49,Simulated/Demo use only
12,Metema,2016-12-18,480,90,147316.1931,570,2016,50,Simulated/Demo use only
12,Metema,2016-12-25,382,71,147316.1931,453,2016,51,Simulated/Demo use only
12,Metema,2017-01-01,311,55,147316.1931,366,2016,52,Simulated/Demo use only
12,Metema,2017-01-08,274,48,147316.1931,322,2017,1,Simulated/Demo use only
12,Metema,2017-01-15,250,45,147316.1931,295,2017,2,Simulated/Demo use only
12,Metema,2017-01-22,235,45,147316.1931,280,2017,3,Simulated/Demo use only
12,Metema,2017-01-29,236,43,147316.1931,279,2017,4,Simulated/Demo use only
12,Metema,2017-02-05,234,44,147316.1931,278,2017,5,Simulated/Demo use only
12,Metema,2017-02-12,236,45,147316.1931,281,2017,6,Simulated/Demo use only
12,Metema,2017-02-19,242,42,147316.1931,284,2017,7,Simulated/Demo use only
12,Metema,2017-02-26,247,40,147316.1931,287,2017,8,Simulated/Demo use only
12,Metema,2017-03-05,235,42,147316.1931,277,2017,9,Simulated/Demo use only
12,Metema,2017-03-12,231,41,147316.1931,272,2017,10,Simulated/Demo use only
12,Metema,2017-03-19,220,41,147316.1931,261,2017,11,Simulated/Demo use only
12,Metema,2017-03-26,208,42,147316.1931,250,2017,12,Simulated/Demo use only
12,Metema,2017-04-02,185,48,147316.1931,233,2017,13,Simulated/Demo use only
12,Metema,2017-04-09,175,46,147316.1931,221,2017,14,Simulated/Demo use only
12,Metema,2017-04-16,169,45,147316.1931,214,2017,15,Simulated/Demo use only
12,Metema,2017-04-23,163,44,147316.1931,207,2017,16,Simulated/Demo use only
12,Metema,2017-04-30,154,42,147316.1931,196,2017,17,Simulated/Demo use only
12,Metema,2017-05-07,155,37,147316.1931,192,2017,18,Simulated/Demo use only
12,Metema,2017-05-14,162,35,147316.1931,197,2017,19,Simulated/Demo use only
12,Metema,2017-05-21,164,34,147316.1931,198,2017,20,Simulated/Demo use only
12,Metema,2017-05-28,163,31,147316.1931,194,2017,21,Simulated/Demo use only
12,Metema,2017-06-04,182,31,147316.1931,213,2017,22,Simulated/Demo use only
12,Metema,2017-06-11,206,31,147316.1931,237,2017,23,Simulated/Demo use only
12,Metema,2017-06-18,222,35,147316.1931,257,2017,24,Simulated/Demo use only
12,Metema,2017-06-25,249,35,147316.1931,284,2017,25,Simulated/Demo use only
12,Metema,2017-07-02,300,39,147316.1931,339,2017,26,Simulated/Demo use only
12,Metema,2017-07-09,343,43,147316.1931,386,2017,27,Simulated/Demo use only
12,Metema,2017-07-16,389,47,149967.8845,436,2017,28,Simulated/Demo use only
12,Metema,2017-07-23,443,46,149967.8845,489,2017,29,Simulated/Demo use only
12,Metema,2017-07-30,494,53,149967.8845,547,2017,30,Simulated/Demo use only
12,Metema,2017-08-06,533,51,149967.8845,584,2017,31,Simulated/Demo use only
12,Metema,2017-08-13,580,54,149967.8845,634,2017,32,Simulated/Demo use only
12,Metema,2017-08-20,621,56,149967.8845,677,2017,33,Simulated/Demo use only
12,Metema,2017-08-27,665,61,149967.8845,726,2017,34,Simulated/Demo use only
12,Metema,2017-09-03,717,62,149967.8845,779,2017,35,Simulated/Demo use only
12,Metema,2017-09-10,763,65,149967.8845,828,2017,36,Simulated/Demo use only
12,Metema,2017-09-17,796,67,149967.8845,863,2017,37,Simulated/Demo use only
12,Metema,2017-09-24,820,69,149967.8845,889,2017,38,Simulated/Demo use only
12,Metema,2017-10-01,873,69,149967.8845,942,2017,39,Simulated/Demo use only
12,Metema,2017-10-08,917,68,149967.8845,985,2017,40,Simulated/Demo use only
12,Metema,2017-10-15,980,72,149967.8845,1052,2017,41,Simulated/Demo use only
12,Metema,2017-10-22,1037,75,149967.8845,1112,2017,42,Simulated/Demo use only
12,Metema,2017-10-29,1116,78,149967.8845,1194,2017,43,Simulated/Demo use only
12,Metema,2017-11-05,1104,84,149967.8845,1188,2017,44,Simulated/Demo use only
12,Metema,2017-11-12,1056,87,149967.8845,1143,2017,45,Simulated/Demo use only
12,Metema,2017-11-19,951,84,149967.8845,1035,2017,46,Simulated/Demo use only
12,Metema,2017-11-26,823,79,149967.8845,902,2017,47,Simulated/Demo use only
12,Metema,2017-12-03,649,70,149967.8845,719,2017,48,Simulated/Demo use only
12,Metema,2017-12-10,516,60,149967.8845,576,2017,49,Simulated/Demo use only
12,Metema,2017-12-17,406,54,149967.8845,460,2017,50,Simulated/Demo use only
12,Metema,2017-12-24,319,44,149967.8845,363,2017,51,Simulated/Demo use only
12,Metema,2017-12-31,258,39,149967.8845,297,2017,52,Simulated/Demo use only
12,Metema,2018-01-07,226,37,149967.8845,263,2018,1,Simulated/Demo use only
12,Metema,2018-01-14,206,36,149967.8845,242,2018,2,Simulated/Demo use only
12,Metema,2018-01-21,193,33,149967.8845,226,2018,3,Simulated/Demo use only
12,Metema,2018-01-28,184,34,149967.8845,218,2018,4,Simulated/Demo use only
12,Metema,2018-02-04,187,32,149967.8845,219,2018,5,Simulated/Demo use only
12,Metema,2018-02-11,182,27,149967.8845,209,2018,6,Simulated/Demo use only
12,Metema,2018-02-18,177,25,149967.8845,202,2018,7,Simulated/Demo use only
12,Metema,2018-02-25,167,24,149967.8845,191,2018,8,Simulated/Demo use only
12,Metema,2018-03-04,162,23,149967.8845,185,2018,9,Simulated/Demo use only
12,Metema,2018-03-11,153,27,149967.8845,180,2018,10,Simulated/Demo use only
12,Metema,2018-03-18,152,33,149967.8845,185,2018,11,Simulated/Demo use only
12,Metema,2018-03-25,147,32,149967.8845,179,2018,12,Simulated/Demo use only
12,Metema,2018-04-01,136,33,149967.8845,169,2018,13,Simulated/Demo use only
12,Metema,2018-04-08,134,33,149967.8845,167,2018,14,Simulated/Demo use only
12,Metema,2018-04-15,125,31,149967.8845,156,2018,15,Simulated/Demo use only
12,Metema,2018-04-22,112,28,149967.8845,140,2018,16,Simulated/Demo use only
12,Metema,2018-04-29,107,27,149967.8845,134,2018,17,Simulated/Demo use only
12,Metema,2018-05-06,104,27,149967.8845,131,2018,18,Simulated/Demo use only
12,Metema,2018-05-13,102,25,149967.8845,127,2018,19,Simulated/Demo use only
12,Metema,2018-05-20,104,28,149967.8845,132,2018,20,Simulated/Demo use only
12,Metema,2018-05-27,112,29,149967.8845,141,2018,21,Simulated/Demo use only
12,Metema,2018-06-03,121,30,149967.8845,151,2018,22,Simulated/Demo use only
12,Metema,2018-06-10,140,29,149967.8845,169,2018,23,Simulated/Demo use only
12,Metema,2018-06-17,149,34,149967.8845,183,2018,24,Simulated/Demo use only
12,Metema,2018-06-24,167,34,149967.8845,201,2018,25,Simulated/Demo use only
12,Metema,2018-07-01,191,38,149967.8845,229,2018,26,Simulated/Demo use only
12,Metema,2018-07-08,224,43,149967.8845,267,2018,27,Simulated/Demo use only
12,Metema,2018-07-15,264,51,152667.3065,315,2018,28,Simulated/Demo use only
12,Metema,2018-07-22,314,55,152667.3065,369,2018,29,Simulated/Demo use only
12,Metema,2018-07-29,355,60,152667.3065,415,2018,30,Simulated/Demo use only
12,Metema,2018-08-05,405,62,152667.3065,467,2018,31,Simulated/Demo use only
12,Metema,2018-08-12,456,66,152667.3065,522,2018,32,Simulated/Demo use only
12,Metema,2018-08-19,473,64,152667.3065,537,2018,33,Simulated/Demo use only
12,Metema,2018-08-26,492,63,152667.3065,555,2018,34,Simulated/Demo use only
12,Metema,2018-09-02,520,69,152667.3065,589,2018,35,Simulated/Demo use only
12,Metema,2018-09-09,534,74,152667.3065,608,2018,36,Simulated/Demo use only
12,Metema,2018-09-16,550,73,152667.3065,623,2018,37,Simulated/Demo use only
12,Metema,2018-09-23,605,76,152667.3065,681,2018,38,Simulated/Demo use only
12,Metema,2018-09-30,653,90,152667.3065,743,2018,39,Simulated/Demo use only
12,Metema,2018-10-07,731,92,152667.3065,823,2018,40,Simulated/Demo use only
12,Metema,2018-10-14,819,98,152667.3065,917,2018,41,Simulated/Demo use only
12,Metema,2018-10-21,895,113,152667.3065,1008,2018,42,Simulated/Demo use only
12,Metema,2018-10-28,969,128,152667.3065,1097,2018,43,Simulated/Demo use only
12,Metema,2018-11-04,1042,122,152667.3065,1164,2018,44,Simulated/Demo use only
12,Metema,2018-11-11,1005,119,152667.3065,1124,2018,45,Simulated/Demo use only
12,Metema,2018-11-18,940,112,152667.3065,1052,2018,46,Simulated/Demo use only
12,Metema,2018-11-25,829,99,152667.3065,928,2018,47,Simulated/Demo use only
12,Metema,2018-12-02,679,82,152667.3065,761,2018,48,Simulated/Demo use only
